week_number,start_date,start_time,type,name,distance,moving_time,elapsed_time,average_speed,max_speed,total_elevation_gain,average_heartrate,max_heartrate,average_cadence,average_temp,pr_count,average_watts,total_photo_count,achievement_count,kudos_count,comment_count,athlete_count,start_latlng,end_latlng,map.id,map.summary_polyline,date,month
25,2022-06-20,06:57:07,Ride,Morning Ride,19.7965,40.25,40.68333333333333,29.509199999999996,63.03600000000001,148.0,131.3,163.0,72.5,15.0,0,179.0,0,0,35,0,1,"[53.33894558250904, -6.552309896796942]","[53.31008903682232, -6.359871793538332]",a7337771198,kwpdI|v~f@?ODO^Gn@@FCLQEoDBwBJy@Ja@\g@dAgAj@a@n@OlFCbEWVFlAt@H?HCLSFe@LiC@kAAoAIqAOsAg@aC[cAa@_AgDaGqAeCk@mA{CeH{AiEiAoBc@m@GOCQ@a@FQfAkCxCqI`DsI`I_U^w@Ta@hAwArAaAj@W|JSnCC|C{@bNuExJaDzC{@zAq@f@c@f@k@hA{AHSJg@BeADUDOJGp@BLCVQt@aArAsBp@mArA{CbAwB`A{AnA{AJOvBaGx@_Bj@m@hEmDREJIVa@p@g@^g@tBwD|IkQVo@BO?QKg@oCeLsCyKgBoHGYGu@@u@Hu@r@aFDq@KsD?iBRuI_@qOMqDCgEBkEVkJDqDHyBf@mE|AwEv@qBHQX]fBcBdBuAxAw@XSp@m@dAqAd@a@XMd@ETOB]G]Ug@aD}Ec@y@g@kAu@qBa@wAu@eD[kCIyBGyGGwAKaAa@_ByAeEc@aCImC?uHCw@Ks@}@oD{@iCqAuCUeAEWMkCGsEAiGOiFYwCI][uA}@_DYmAa@eDcAqMWqBG[i@_B{@sCkAgE}@}BMUuAeBu@k@i@WQMAG?IT}@^wEZcFVyBNcAbAkEd@mCLcBF{CPoE`@yCt@oClAuDf@qBj@iDLcBDiAL{EJqFPeEN{Bp@aIRgEAm@@o@J}A?WIyCm@gN[iIKoAIs@AsAIoBYeC_@{B}@eEm@wBMu@AQ@QPYzG_EfAu@xCaClE{CxBqAjB{@fC_AvEiAzB]fDY~BEnB@~Id@f@ATOh@u@VOnDa@zAa@xAs@rA_AfAiAlAaBj@cA^y@|@yBn@gBZeA@_@?{AJu@pAqB~FqONi@Ho@BsANq@Vc@vAaB~AqAx@g@fBi@|Cs@zBq@rBw@hCmAxBqAnF{DN[XiAFOJKp@YVSxAcBdDsEjAmBrAaCjAeCpA}CXu@V{ABo@?iACo@MeAyEs]gHii@k@}DcC{KaBmISiBc@yFMkA}Ec]w@gFm@qDe@sB}@gDgA_De@kAgByD}BmEcBqDOQi@mBmFgO}AeF{@aDg@yC[uAu@qCqBaJkB_H_CiHqEoMcAkCmCyHo@}@_AgAsAmAa@[aAaAaDgE_BcC_AoBUSK?KFGLwBrHw@bCsChHq@pBkBxEGd@Bf@P|@dAtDFL`@Xz@LVJpA|@JBV?h@U`ByAt@gA`@g@?OAD,2022-06-20,6
24,2022-06-18,15:51:20,Walk,Afternoon Walk,7.1866,78.06666666666666,81.45,5.5224,7.916399999999999,34.0,100.5,119.0,59.9,25.0,0,,0,0,0,0,1,"[53.33889319561422, -6.55218961648643]","[53.33857694640756, -6.552486503496766]",a7329803226,awpdIdv~f@BCd@U`@?RWUeCBuB@SJi@DE\kAJSn@w@t@m@PYHWHMJ?VJ~A^V?f@OBa@RyAR[l@o@ZeAL{@`AkEp@gEFELH?CQ_@CK@_AIY_@aA]m@e@q@WYW[_@q@Q]Y}@Wk@M]o@cAOa@Y][}@SoAWs@Q_@YKIKi@]u@}@aAwAUKSMIWGGMYq@[c@YeAiA_@MUOc@c@Ye@KGEEi@a@e@i@UQUYAMHm@EEy@i@SAGKw@m@QUSIUS_A_Aw@o@q@_@m@q@m@}@sAwASOo@s@o@e@u@w@OU_BuA[_@O_@[[[Sq@k@[_@OY_AiAm@]SWg@]]Ye@u@q@o@OQQc@YM[[OIOUu@gB}AiDWCg@n@KFGA]MWA[Gi@i@s@mASOEIa@sAMWIYMUIYWm@[g@Qk@o@eBUc@U_Ao@qBGOi@s@o@}AQMKQKc@BQCSSSMUKa@q@yAI_@O]EUCACeANe@z@}@z@o@ZQ\KPGZAVK|@k@p@ORArA_@NM|@a@^ALBZELIh@QRS\GZK~@m@tA]l@g@?AFCPMBO?Bn@m@`@[x@_ANEJDh@d@LR`@fAPt@^zCLj@Pf@H^@l@NjAFzDD\@j@JlA@d@XjFThCIE@HBAXnATj@Rx@l@~AZ~@fAtENf@vArCz@pAXx@F`@A|@Fd@^jB^zCn@jBN\Pv@f@~@F\\z@`AbDp@fBLf@Tl@Rt@Nx@JbA?VN|@JVj@h@FBNAXRvAfBlA|@RTFN^`@j@Vb@Lx@p@JZBTLNHFb@JZRb@Pf@r@Tb@X\LTd@f@^p@Nl@Zj@Z~@Lf@Rf@VZPXRp@b@t@F^f@rAV~@Zd@Tn@Z`@JTR`AfAbBPd@d@t@DLG?Y~@M~@[fAEr@WdBcAdEo@t@e@hCILg@BcACiAUULGVOV_@Zs@b@i@t@c@x@QpADh@AtAFl@@`A?PEFYXSDOCGd@DA@BJGNHJNK@CB@B?ENHBG,2022-06-18,6
24,2022-06-18,08:17:01,Ride,Morning Ride,106.879,223.5,306.8666666666667,28.692,59.209199999999996,538.8,135.0,175.0,67.2,18.0,10,138.5,0,19,46,1,6,"[53.338738130405545, -6.552160531282425]","[53.33875657059252, -6.552351051941514]",a7328538176,avpdI`v~f@rAQ`B~HkChS}@CeLqLa@Jc\jiA?~Kk@vGt@vP[nFcUrMb@~GrFpTkFrSoC~OxC~DdChOw@lHp@`HkCxIaAfJEhHi@hBmBnW_Gdb@aF|LkAzJmDpLBng@}FfX}AhS^xG`Fz^_C|SpArUrDvX`It`@t@bIlG|VIzNzAjPfCbj@lKrg@~AtLbApPd@vc@rDpp@zBnZrV|iB\~FsD|e@}g@luCaN`|@w@dEs@d@rnA{Lld@uJzhFrGjj@wZhAdr@x{@joA~d@r|@|SlJfCjDfLzm@|J~`@hMhq@jA`CzKhHpMx_@vKja@xGxa@FlSr@|L|Jfq@xEdKrStVpHdQ~Vtc@rJbKhGtJfFbEh@hZSzLdAzRA~[n@jBzChBlDpK|C`_AnAhR|Idq@nFd\tBnh@yGrIcJpQ|ApQfEv\xLbYpCfTnCzMhExI~QrSpGrL`H~HlGhOfEnRbFv\~ChKnDpE~@zf@|BhSQlOv@bFxBtFvH{EfG_B~FyErHyAz@oAbDoMxYad@zPyL`S{H~@ZKbZsAdKwAdFEhNgBvPCba@g@rCz@bM|@zHtAxAMzB{EjYoH|ZmBhE{IdJ_@jHbAnNiCjMmCrHwFvLeEfHdeAjx@rhCbxBbz@baAha@xUjRha@jT|r@nJjChPmCjW`HrChD|Eca@zFmIhEsPwb@oxCgCaLcIsScC_MiAoOCqWw@wNyq@w|FsBaUmEwu@O_KdAiXqAc`@tAaMPah@jB}Th@cQOeGeC}TJif@u@sNtB_MiBkAh@kAr@VOg@{A_BiDKiUoLoN}QqP}DqH_G{UeMep@}~AeDmF_`@a[cFQyE{F_JiGciA}g@qAqDEgGwAyQ_JeVyHnKqKtHkQoCo^Hwj@oFcLaEaBcC_CwKaCuEeFgGwGcCsPTyVdKwA[[cGbCev@hZoeIlEyeAnFuaA`@_EpOwk@tFua@vP_`AlKyb@dHwTfEgE_Au_@f@kh@r@aXcIa@qHiFcG_LqFuU}CgH{`@bg@aOlOiL~SkIdGkQlRiOrC}DjCwQa`A_BuMaCoJeZgGkQc@_@s@kBiZmHcFeGyOkFyDuBsDkCsBwJiBuKHkSqF_JByMlBkDqAuD}E_FyDeEiSkJiSqRkUqRe`@m@QwGfD_NaHiDoXcCuFkDoByQsAgEpAcCfD_AjBymBm`Esf@{oBqEeWkCkr@}Ksz@cAoUmF_e@OmZdC{d@wAuIeMwQ}A_E`@oLhB}HGiH{FoY_NsTcGaP_IwYwRsb@sMePjCaU}A}GuAUD~@,2022-06-18,6
24,2022-06-17,10:52:22,Ride,Morning Ride,110.148,262.23333333333335,345.9,25.2036,70.7544,1220.7,145.2,188.0,,23.0,5,132.1,1,43,50,0,8,"[53.30266250297427, -6.243462162092328]","[53.30273911356926, -6.243400722742081]",a7324274977,stidItlbe@}@dANvFzQdF`f@sAdFpBbIqFhKaLbKcVlOwOzD{N|NkKhPmEzKaJlYcEni@nCnVyM~IuQt]wd@vJo[nJyOzIy[`Uqe@`TkFtFkHtQeH|KwJnKaUrv@{o@f\iCvK_JxOqD`KaNfj@qNrGpB`TtQ|JqHjHkQpOk@`H~IrUi`@lMxA|ImJ`E~HjChUxH|LnCGdGeTjBA|TlTjJpApFfHj`@xNlFiIvFsXlCyk@q@uGiHmP{@gMjFlOdIlK`YhElJlFdRqItWUhKwMrRlKv@oAUlBto@bi@xLnS~PjGjTvAvLbRtr@da@hx@nYnh@ja@|i@hk@t`@`MjOhRhk@pTdKzK~P^fM~Mj^bg@xTxJ|[rFzBdGpIli@dWdQhP^fIpE`q@v`AtPJdMnMdPaIfM|IxIl@nJmK`EcLiDi_@yP}y@GqLwH_d@}E}q@jEhEdq@~RlKpJtVxLnCEdOi~@xIkUpIiDbIeN@mFlE{JpWgNnD`B~R{Szc@~N~i@z[h[nJ|MrBz`@qAnHsD~QynAzEgLdVa@tNmFvH}\xV}p@`d@u`@f@aD|CM|IbHpb@rg@rC_H|HwFrHgCbFw_@~EiGhGwQfQDtRrFfMgCoXccBqJk^}Vsh@iK{x@wf@caAg^mqA|@o^{CgQjFa`@Usc@x@o~@{GwRaMoLoCqJiRq]iMaNch@mBeN_EAaFaKwTmRmQcUwb@kCoGx@yCwDtQkHpMaInE{E`L_NzeAmXhg@_CpP_JvX{ApQiJhJoJbTqMnNkEza@wIn[{_@ls@_QFoK_F}^q^kM{QwSwGo]oZgTcHqSPiE}LsCsByYbEgCyEmJp@mUlNkLpCae@_Ca_@`Jq`@rZgHgAmRcQsYjCaFtDw^~n@_ZxK_Sp]iMrFmDF{L}KqLSkP_Jit@uIcQwG|BdAqLbAkPnU}SeBuLpI_EwGwIoVgWwCmItHgq@~hAkKdZ{EpFqn@dHuUwA{MfDc^jQoRfPagAlp@uAfK{HdDoKnLd@jGgBtF}X|b@|@hE}AdOlFzRqA|T~CrYiGhPbClJsHbVeC[}GcLkC_S}DyJ{HlJ{McAeVr_@uCcAcC}F}N`@gIvPeJfHiUcQ{NmAod@zN_JtMmOhDkJlHg]hDkv@zo@}KrUwKjJsPlGmIdJyLv@kElDaGnQgKtPqJx]eJjO{Kl\{^nf@{H`P_TjLur@aBkT`EmIhImPzEgOvKwCfMqFxGtBpKkBhGsb@xb@_PsFsc@xAoSsF\iJ,2022-06-17,6
24,2022-06-16,17:00:12,Walk,Afternoon Walk,7.1152,79.03333333333333,79.03333333333333,5.4,8.3052,369.0,63.8,104.0,58.5,26.0,0,,0,0,0,0,1,"[53.33867979235947, -6.551895663142204]","[53.338755648583174, -6.552355661988258]",a7319604967,wupdIjt~f@DMFERDNADC@IGyAA}@G_A?SHs@P{@HU?Ih@_A\a@LKLGZIFIDQP]HI`@JVLjARL?f@EFEPoANq@b@c@PGJQ^qCHQ\wBp@uCRiAHUPHMYOSGOMMk@mAEU?QEWUa@Ui@{@wAiAcC]c@O_@QQKYKc@s@gB_@mASc@e@wAg@kA[YIHG@QIMKW_@WUYk@WMOQo@_@{@o@a@e@o@]u@s@i@a@[_@OIO]_@MYWOSAOHa@IOk@a@WCQSm@i@OMWM_A}@c@e@k@_@{@gAYSa@m@o@k@KW[Sc@k@c@a@i@c@Y_@MKw@eAm@]gAeAa@g@e@Wq@w@IG{@iA_Aw@SMWUYe@m@s@[YME]Wa@k@o@o@m@s@Sk@w@uA_@}@o@kAIGQDo@f@C?q@Uk@Ci@k@cA}BWWQq@{@sAU}@_@q@Qm@aA_C[oA_@w@Oo@Yc@GW]y@YQQg@CS@Ye@m@Wo@]m@o@_BC]?y@COFUt@u@LEf@i@j@_@`@ARELKx@YZWVATIVAT@b@If@W\]l@W~@CTCbAo@j@K`@OLIRULGxAMZYNKR_@RSDMf@g@f@q@PMXIJGR?NNj@x@J\VhANtAN`Ad@~ARlBNzBA~@DvADZHdDH~@LtCHf@Bp@Hl@ZjAXn@Xt@HJr@fDLVZpAN|@~@vBdAzAh@fAXfADZDt@T|@BXNv@LpATrAx@dCLh@d@pAT\FR^|@XlAn@`B`@xAx@bDLpAEVL^j@dAPND@TJd@^^Xb@j@n@^DPHHNND?LFRP\l@TRHHRDLFPRd@Zd@j@ZF\d@TDHFNh@NTNBBABDJ?FDT\XT`@d@DTVn@RZ`@z@V^ZzATl@TZj@fBT~@@f@DNTDHD^p@AFDLARHRRTPZPN@JTRRt@j@jAh@v@`@~@?EAAIHUv@OhAUjAUvAUr@i@fCEb@EJWVWb@Qh@O|AWVSDMCW@a@I_BOGHOb@OFCC[N_@`@SPOZMPWl@StAC\AzALbDIL_@P]BGXFVDK,2022-06-16,6
24,2022-06-15,19:34:02,Walk,Evening Walk,6.2995,59.983333333333334,59.983333333333334,6.3,31.762800000000002,127.0,103.5,118.0,61.8,25.0,0,,0,0,0,0,1,"[53.33714347332716, -6.549022430554032]","[53.33877903409302, -6.552250050008297]",a7314832384,clpdIlb~f@XHLJTF`@C\OL?LMn@iCl@q@F[Dg@TqAPu@tAmHJSHB@Gu@_BYe@KIKU@k@I[i@cAS[Kc@e@y@e@iAOUQa@Qm@q@sAa@i@MWOaAMc@E_@m@}AWa@Oa@IKUKURECEIW[Qa@o@o@WKIIm@][a@MCMIa@c@e@SOIMOIOIKiAo@qAqA[UOa@qDyEMACCg@y@]Ku@}@g@KQKi@q@KGc@c@Q]o@k@i@QKIqAeBGO[Qk@e@MMM]OQcBaBg@s@KKy@i@[c@i@g@W_@USOWUQMQMEOUg@YOMQGYUQEGGa@m@SMOSa@_@W_@o@sA]y@Wg@{@uB_@m@OYCYUc@K[Kq@E{AGi@K_DGyD?sABk@?{AAoA@aBAqABoAPiBF[PWL_@BMb@cAdAcDp@yAx@kA`@c@`@k@jAeATMRJf@t@JXTnATp@V`CTfATv@\bB@`BDfA?RARFjDFl@XtHJf@J\BPH\z@hCdApDt@xCTl@JRNNTh@JFRVJZhAxBFRBP@l@Dd@dA~GVn@Nr@f@fADVPb@TbAZj@Vv@V`@XpATn@XpAP^T`AZ|AFd@@TALBXFTDJp@v@FPPNF?b@^THZZJDd@t@zAfAh@p@VNTVRZbCfB^j@NHPD^b@FPBGD?TXLFLPZj@d@zAJPNj@HJHFLRPj@V`@j@dBNTDZRl@Td@LL\~@l@xBv@jAHHNXNf@LVz@bAZXd@p@EDK@MNWhAM\G`@Cn@Sx@G`@YpAGf@_@hBKZc@Rc@h@Gd@Gz@Kd@IHy@FY@SGmAOMHQ^KHK@GDQFOLO@i@b@a@vAMZM`ADrARxC?VCHi@XW@CX,2022-06-15,6
24,2022-06-14,16:35:20,Ride,Afternoon Ride,43.927099999999996,87.88333333333334,89.3,29.9916,46.8936,153.1,151.6,176.0,72.2,22.0,0,144.9,0,6,30,0,1,"[53.33866738714278, -6.55239287763834]","[53.33880627527833, -6.552381310611963]",a7308268205,supdInw~f@YMCYJQ`ABTNj@vCh@~AFx@e@|EcAfI]~A?r@nJ`KnBdD|EvK`MhZr@dCz@rFpBtHjFjNdBbDbFbGnEtIt@tCvD~SRbC@~DShAkArDOjAc@hH?rBTlAtAhCzClD~C|F|BrCZbA`AtHCjBg@`FaAjO]tIC~L\|Lt@fJjBjOPz@j@|@Jl@IbBBzC|@tPfJdr@pA`LVhEdA|_@j@zIh@`E~@vEdFvTd^txA~C|JtDlIzl@|nAvw@t`Bz@|@XxArEtJf@dBhCxL`@h@N@zFiChB_@\LJ`@b@~GNbFNhVx@bl@d@be@dApp@Z`L`@tr@vAdbAjApcA?|EVzRJvDLzAXXv@Yt\kSjOoIn\cW|LoP~I}KjFcHlAoBf@gAj@eCxYwxANi@TSZ@NQzAyHd@qAxAiBtH_Id@kAlEiXzFcW_@oFQe@y@y@AS`F{`@x@yCjDuI~BeHp@cCvAsJfAmEr@eB|@uAjAk@|AM`O?nHy@|C{@fBgAnHoHjA{@Pi@NkAr@qKt@mG~@gLV{PDeALk@fAmAxH{G~G}E`@k@Ni@LkCVgAfAq@rAoBnD{C@g@k@kJoAuJyCsR]cDe@ScIjAeBDsAKcEsA_DDwLeAEWB{Eh@gQH_EE{@g@y@iFoFs@eAgNaWm@_@{Em@oCVuDz@sACiAWsBoAoAcAyCeDyBeB}@e@mDi@sD?yMu@_Ei@q@QIU~AeHd@sCDs@MiA{@oCMaADsFOgIF}DkCkn@u@mOe@sGC}AH{Bg@_L@wEdA{e@BcEXcDz@_l@IgBsAwEIiAbAcIZuF|A}LzCiRrC{MjKgm@tA{It@sKp@kOIQoGnB}A`BuBhAwBBwJ{@}DRwHFsBr@mBvAiDhBsCZ_LzCsD`@_@ZWl@sA`K{@xDy@rBwAbBwB~Cy@Zi]lEy@h@_B|BUBq@sA{p@glBi[o{@sDqKQeAoA|AeCrBiEnE]D[QOg@GmBM{@{CoDoAuBk@yAwDeMa@_AoNoTcR_OqBi@qD{D{n@se@{HiF]FwGnGaAXaFkCqDu@iEHkM|@uM[cJ\aBS{HsCcB{@gBoB_EkJqD}E_FsNeD_Jg@aA}CoCwA}@iDcAsCvD?JpAzBfHpQtG~Lv@lC`@xCNhCAxAa@dEWj@{B_AcDTsFA{@V}AfAg@`AUtAC~BLtBAt@QJcAIQ\?PLL,2022-06-14,6
24,2022-06-12,09:58:38,Ride,Morning Ride,91.0668,177.63333333333333,244.55,30.7584,50.9688,613.8,123.0,147.0,68.9,19.0,9,168.7,0,9,39,0,10,"[53.52655394934118, -7.354579567909241]","[53.526967680081725, -7.353992499411106]",a7296649662,}kueIbm{k@Jp@fB}IyBwBAqBeGvLgCtQaAxYg@@iGaJmBeHi@gGyG}O}`@mq@uRi_@eF_I}k@oo@aQiGsSuCySiTuJ_IqX}JaG`@q[fMsHEmJeIm[q~@yPwX_MmJwKiEcFmGqD}IaEyEcFs@eHiE_F`CqCg@wEcIwV{OqIoQ}OgFq@|FsEpRkOxd@oBvD{Ilj@cFxOgSv`AaHrUqAvU}CxWoAvu@gMbn@eJvY?fMx@rM[pEiLtViFzPG`SsEdd@F~`@p@tNmEzOb@lIuFlJ{AjL}DhG}FdSe`@``@_BhEwEpUcFjIqLbLgJpEsWdBk\kCsSmGyl@kZ_D[oBt@_B~BiFhTuFxNsA|AeWnEwa@\gYy@e@_F~EkV?qJw@}LoEeWyJ}zAsHk]qDqLwIqOcQsq@gI}GuNhGuPk@wQdFsD[mA}Z|Mof@p@kIh@yh@cDeROoIpEwRfx@}iCfFgWjBmEzE_FtZu|@lBsQ{Bu\bDJjX}e@pFyGjJsr@~CqT|Ged@hE_OlDcc@`KoKvGmJnLc@~LsLt^aqArEeJnAoL`C{h@da@sgCuoAueCue@yy@}FsIeNiB{DyD_FoKuA{U}DiJ_Z}ZsFgO}DyGs\yYuG{CuOwXg@`CO~JmDvd@aKbb@iAvU_DxJuG|[sCfXyCrb@cGfa@sErQoAfL_Rr_@_RnY\~AlBlAbO~DjTrLjFvNlFvJjGlDpEhQlLt]C|D{F`ZPnB|Bh@vB{@nRkZvEaFlHqDtHGhL|JfIn@l@f@DzA\iAlAWzF{J~Gc[xMgP~@_CdAmN|Gu]vCkJ~K{VxPgt@~@aPnIi^bG_J`Ry`@jWw^zGkMnJuJzQsH`QgLvOuHrQ_GxTa@rKnAXg`@mDij@a@yUz@_\zEwo@`CiJvH}IhBiO~EeOnJqS~F{SxE_TbAiIdEsS~AwOj@mPjBiJjMcVnKyElF_IdHsFdTyXzE_LhC~@`IxM~GfHvEzJjRlRjKpP|P~GlHxItl@b{AdWxg@vNlj@~Xlx@hKdS`D`KpBvMn@tOe@`jAnJ|vAjAtJ|Snq@|DvJnDlE`]xYlGnKfC|JhGj^xWtaA|B`LxHloAzNn_AfB~G|@I_@iATeAMhA^z@a@rB~GrVxAlKd@`XkFnfABpTvBdWtIxd@fH~u@xBhIfMdStG`YjF|NlZxb@hFpJxNl]nKne@jEdMxDbQ~DnKzG~[tFfNrGl@Gzv@xDpQ|C|X}FbDy@zEoD~IgBjKZx@,2022-06-12,6
23,2022-06-11,08:05:32,Ride,Morning Ride,96.49130000000001,216.06666666666666,288.3833333333333,26.7948,54.4284,653.8,141.7,179.0,,18.0,9,127.5,0,24,38,0,5,"[53.338693706318736, -6.552468733862042]","[53.33878196775913, -6.552322888746858]",a7290296654,yupdI|w~f@OwAzAf@pAbHiC|SyMsMu@|@e[jgAu@hVt@lP[|EoUvMn@pHpFfS{Jzd@tCtDfCbPq@`Hr@zGsBdGaA|G_@rMm@|AaCpYaFd_@oAdFuCnFqAvKiDxKHjg@qGbZuAvRdG`g@}BhQhAxW~CzU|Ild@j@hHpG|UChRbB`SjBxb@nLbl@vAzKbA~RX~^hItpA|V|lBgEth@}b@fcC}SrrAw@x@flA}Kdc@kK|G[~cFvG~{A_|@l[sV|b@wk@|[q~A~@_@fC}KtLuNzLco@[kGiA{BlE__@xKa\hDcRvBeEfBs@tRUxKmB~MwLjEyc@r@yUnTwQlAwGlP_MtLuCtYwCnV{PfDsAfJ?fESrd@qGrA{@bEmJnF~A~@On@oBpT|HdUtCnF?lDqClFxBvJh@pM|IbUpHzHnFd\dl@hStQnJ~Dz`Aet@lJsPhEiAfSN~LhBrF_GhLwGjFQv@hHhC`FhLtCpZ`NnNhOtE`CtKvKtHjBnU@bSrFxLvRD~AmAdZsQzv@|EnJhFzA~p@iBpCTnB`BhImKnh@qZjU_JzG_IdMsLpGoJvFkNjWn@~IyJnMtNvErLbTvZhKwKdRdAbIeDfLi@xQjBbLq@jK|BzJ~FrKzQdH`IdNhKnIcBfRmKnKoAn~@rSch@yh@qOit@eDuG}IoLqFcMiIgZkGsHsBgFsFuy@yFyZaLe]aE}m@uBuQiHi[cDgXeF{X_Co\qE}ScEuK_DeO}D}h@@wJq@sAk`@`@_MzAg]}IwGfK{GvBkRrQoc@|JgZRgSzCsTcCkF|CiMfOeAV_FuA{BkHoBYGs@eBx@e@kAoF}CoGgUgBeMuCiDmOs@_QvAkP{D{b@iSiLuD{KDkU}E_Ra@_RgFcYpAaSgE_KxAiYwEwLn@cJhWcLbPqGvFiEz@}GpIgVzRaLxNyF`DsSlVi@fB}AAuQ|b@cHhJcBdEeExQaBnTmNta@aEnUsCzJ_P~[gLjL_J|Q_HtIwAdAsLr@hBpGeA`C]xJeU}ByJ}CyJVw^~IeYzRuGlCcPYuPbB_Z_D[w@f@}_@}GgHgPeYyFu@_L`A{MoK}D{Aqz@gFwGwEuRkFiXuNqIkNgB{Ew[}a@oHeGcPoSkE{BgBoF}Dq@wIsHcDaFcAkKoEcBuEgFyVmc@kIcJkIeMaBpAgChFaEw@iByBqDyKmRgQ_F{AqFqEo^eLyKFwJxFwJViDk[s@_PPcUzBk_@sA_JiPyW\{KnBgJQwHmFsX{NsU}E{MiI{ZwSid@_M}NtC}TeB_HgAIAx@,2022-06-11,6
23,2022-06-09,19:50:11,Walk,Evening Walk,6.562,70.93333333333334,71.3,5.551200000000001,11.8512,26.1,84.2,129.0,58.9,22.0,0,,0,0,0,0,1,"[53.33881055004895, -6.552536627277732]","[53.33872958086431, -6.552357589825988]",a7282284653,qvpdIjx~f@F_@Le@VIPCPMKg@Cg@Mq@@gBD{@J_@Z}@Xg@TYv@o@d@OFCLw@NKV@REZDVHNH|@?LUHqARk@t@_AVi@x@sFh@{B^qBHMFFUk@Oe@Ee@EIEYcAaBYs@kBoDMc@_@}@kA}Ci@mAg@eBCCMCe@i@O]]SWWOYCYEKUUGOSMi@SCKc@_@UOII]KMKQ[k@Wk@g@y@c@AIUc@YMKKi@SKMKWOeAIMCMIKa@[_@KWOi@o@i@Ye@c@eAkAYQiAuAeB_BaBcBk@e@m@m@e@m@mAgA_CiCSYsAmAwAyAq@k@cAiAWc@[WSUSMW[u@q@YQW_@gAoCaAwB_@cAOWu@aC?k@Em@Gk@]kHDwB?oCCQBC@QBuCAgABoAJqA^}BLe@hAeDr@aBPWb@i@Vg@nCmCVEZNTNPXXl@J`@H~@PjA?\HZFb@HZNZh@hCFrHR~EL|A@z@BZ`@tBjArDPZJp@z@xC^`B`@x@Nh@NNb@r@h@t@Xt@V`@DTAj@Bj@Hd@T|@RbBL^TnAD`@d@vAl@rA~@bCvBhHl@fCJv@B`@AJDTDDHZ\f@j@j@^Nj@\PNt@bAl@d@NFRPr@dAd@XRVPJX^^VPZPPV\LFJRLDZBb@TD?PTN\l@r@Zj@VlAV`ATZTl@@LDDHZP\HDLPH\Tp@Xb@^jBB@PPFBJTFBZdAJNj@xAbBnCl@n@P^HDBJADIGMRa@zAa@rBIr@y@nDUpAYXSHQXK^C^OvAMHc@AYBSAOEwAOIBWd@IHmAd@SPQRWp@Ux@EjAB|BL~BCJEF_@TS@CBKd@BBBCDA,2022-06-09,6
23,2022-06-09,17:34:15,VirtualRide,La Vuelta 2021 | Stage 6 - Valencia,20.6292,36.56666666666667,36.56666666666667,33.8508,39.535199999999996,30.0,141.6,176.0,100.0,,0,159.7,0,0,0,0,1,"[39.41850199364126, -0.33965399488806725]","[39.249733965843916, -0.2639859449118376]",a7281326558,s|qoFziaA`Cq@nCaAvf@uRrC{@bBh@fA|BrAlANFtCo@zAeCfAaCLMpFq@hJaAlDa@vOuCpJkBnFqAvE_BjDsArI_C`Du@zGKvCIzDZrAvAb@t@b@JlA{@lCZ|Cf@`HVzBLxBl@zBd@xABhBOpDCjCGhCMjGg@nGs@|CQb@n@^v@dACJO^qA|A{@dCq@`NqCfHoA|HyAvU}EzCk@rRcDrAWtD_AzGkAzBm@pCm@ri@gL|IgBdCs@tIwBzDkAxCkAtAo@xLcGlGyCrCeAbCs@LGjBcBf[cSfImFpB{AxCcCvBsANGfF_BdHu@hCc@jIeBnC}@`HoCzBoAhGwDtGeDrC}AnFmDrNoJrBiBLMdBgC|LkQfBgCJKtC}ANAjFXtC`@N?dC[NGtB_BfBuBz@eBFQA}@Z_BFQ~@uAlHsJbGuHnBsAvJyEhJmE`aAge@h\wO`JsE~FoCvAaAlB{@LErBWzJd@jBFpBy@nD}BrBkApHmD`OsG~BgAfEuCfBuAj@Wd@c@LEjOoFjD_AjB_ApC_AtCu@dKeBjCs@hDkAnGuCnC_BrDyELKzBmA|BCxANHK^kBHOjCoAvBoAnFkJ|CsDLEbAKLDxAhA~A|@,2022-06-09,6
